"","Sample","Date.x","Filter_type","Filter_size","Filter_box_nr","Filter_blank","Volume","Date.y","Day","Treatment","Element","Concentration","Detection_limit"
"96","COM006","09.12.2019 10:53:21","PC",0.8,1,NA,1000,2019-10-05,0,"NPC3","As",0.0941832727133881,NA
"97","COM007","09.12.2019 11:05:37","PC",0.8,1,NA,1000,2019-10-05,0,"uZ1","C",1.75207478709661,1.22193802149026
"98","COM007","09.12.2019 11:05:37","PC",0.8,1,NA,1000,2019-10-05,0,"uZ1","N",0.581830898173722,0.312338639119395
"99","COM007","09.12.2019 11:05:37","PC",0.8,1,NA,1000,2019-10-05,0,"uZ1","O",0.156245862598815,0.0322146560280234
"100","COM007","09.12.2019 11:05:37","PC",0.8,1,NA,1000,2019-10-05,0,"uZ1","Na",-0.0490563014917395,0.0362539069926691
"101","COM007","09.12.2019 11:05:37","PC",0.8,1,NA,1000,2019-10-05,0,"uZ1","Mg",0.0157596216280682,0.00465264605182871
"102","COM007","09.12.2019 11:05:37","PC",0.8,1,NA,1000,2019-10-05,0,"uZ1","Al",-4.69809299513395,NA
"103","COM007","09.12.2019 11:05:37","PC",0.8,1,NA,1000,2019-10-05,0,"uZ1","Si",0.126493106313914,0.00456938998104632
"104","COM007","09.12.2019 11:05:37","PC",0.8,1,NA,1000,2019-10-05,0,"uZ1","P",0.0557430228301605,0.00128176041944556
"105","COM007","09.12.2019 11:05:37","PC",0.8,1,NA,1000,2019-10-05,0,"uZ1","S",0.00738181083094211,0.00206153679019074
"106","COM007","09.12.2019 11:05:37","PC",0.8,1,NA,1000,2019-10-05,0,"uZ1","Cl",-0.151998936512472,0.112624825349127
"107","COM007","09.12.2019 11:05:37","PC",0.8,1,NA,1000,2019-10-05,0,"uZ1","K",0.00760964137068188,0.00176292774106786
"108","COM007","09.12.2019 11:05:37","PC",0.8,1,NA,1000,2019-10-05,0,"uZ1","Ca",0.167029411683524,0.00916776513766207
"109","COM007","09.12.2019 11:05:37","PC",0.8,1,NA,1000,2019-10-05,0,"uZ1","Mn",0.0032986122388401,0
"110","COM007","09.12.2019 11:05:37","PC",0.8,1,NA,1000,2019-10-05,0,"uZ1","Fe",0.0452998323070481,0.00155154702595937
"111","COM007","09.12.2019 11:05:37","PC",0.8,1,NA,1000,2019-10-05,0,"uZ1","Cu",0.00158911125596643,NA
"112","COM007","09.12.2019 11:05:37","PC",0.8,1,NA,1000,2019-10-05,0,"uZ1","As",0.00311376304006716,NA
"113","COM008","09.12.2019 11:17:52","PC",0.8,1,NA,1000,2019-10-05,0,"uZ2","C",0.544435140828733,1.22193802149026
"114","COM008","09.12.2019 11:17:52","PC",0.8,1,NA,1000,2019-10-05,0,"uZ2","N",0.474247071718957,0.312338639119395
"115","COM008","09.12.2019 11:17:52","PC",0.8,1,NA,1000,2019-10-05,0,"uZ2","O",0.159407921494968,0.0322146560280234
"116","COM008","09.12.2019 11:17:52","PC",0.8,1,NA,1000,2019-10-05,0,"uZ2","Na",-0.0485861132985279,0.0362539069926691
"117","COM008","09.12.2019 11:17:52","PC",0.8,1,NA,1000,2019-10-05,0,"uZ2","Mg",0.0215706194886018,0.00465264605182871
"118","COM008","09.12.2019 11:17:52","PC",0.8,1,NA,1000,2019-10-05,0,"uZ2","Al",-4.17604993749831,NA
"119","COM008","09.12.2019 11:17:52","PC",0.8,1,NA,1000,2019-10-05,0,"uZ2","Si",0.103342869885969,0.00456938998104632
"120","COM008","09.12.2019 11:17:52","PC",0.8,1,NA,1000,2019-10-05,0,"uZ2","P",0.0567115662276029,0.00128176041944556
"121","COM008","09.12.2019 11:17:52","PC",0.8,1,NA,1000,2019-10-05,0,"uZ2","S",0.00833838544360727,0.00206153679019074
